インドではイギリスが東インド会社を設立し、日本では関ケ原の戦いの火ぶたが切って落とされたのは、西暦何年のことでしょう？	1600年	1600ネン
とっくりを持ったタヌキの置物が有名な、滋賀県の焼物といえば何でしょう？	信楽(しがらき)焼	シガラキヤキ
日本では上松美香(あげまつみか)がその演奏者として知られている、「インディアンハープ」とも言われる民族楽器は何でしょう？	アルパ	アルパ
アメリカのブッシュ (George Walker Bush) 現大統領が昨年の一般教書演説で使って以来広まった、イラン・北朝鮮・イラクの批判的な総称は何でしょう？	悪の枢軸 (Axis of Evil)	アクノスウジク
木下順二の戯曲『夕鶴』で、助けた鶴の化身・つうと結婚する男の名前は何でしょう？	与ひょう	アズカヒョウ
幾つかの布切れを縫いあわせ、飾りや模様を作る手芸方法を何というでしょう？	パッチワーク	パッチワーク
紫外線UV-Bの作用によって起こる、皮膚が褐色になる健康的な日焼けを英語で何というでしょう？	サンタン	サンタン
アメリカ合衆国で、一番面積が広い州はアラスカ州ですが、一番面積が狭い州はどこでしょう？	ロードアイランド州	ロードアイランドシュウ
フェンシングの試合場のことを何というでしょう？	ピスト	ピスト
主著に『純粋理性批判』『実践理性批判』がある、ドイツ観念論の創始者である哲学者といえば誰でしょう？	イマニュエル・カント	イマニュエルカント
態度や意見ががらりと変わってしまうことを、ある動物の斑紋が季節によって鮮やかに変わることから何というでしょう？	豹変	ヒョウヘン
英語の『ドレミの歌』の歌詞で、「自分を呼ぶ名前」と歌われている音は何でしょう？	ミ(Me、Mi)	ミ
今年秋に開幕する、ラグビーの社会人12チームによる全国規模のリーグ戦を何というでしょう？	(ジャパンラグビー)トップリーグ	トップリーグ
イスラム文化で用いられた、植物の茎や葉を組み合わせて作った幾何学文様や唐草文様を何というでしょう？	アラベスク	アラベスク
「郵政三事業の民営化」などというときの「三事業」とは、「郵便」「貯金」とあと1つは何でしょう？	簡易保険(保険は×)	カンイホケン
主に夏の夜に行われる､まきを焚いて野外で行う能のことを何というでしょう？	薪能(たきぎのう)	タキギノウ
大きな火皿を持ち、吸い口までが湾曲したパイプを、船乗りがよく使ったことから何パイプというでしょう？	マドロスパイプ	マドロスパイプ
青銅といえば銅と錫の合金ですが、黄銅は銅と何との合金でしょう？	亜鉛	アエン
江戸時代の村役人で「村方三役」と呼ばれたのは、庄屋、組頭とあと一つは何でしょう？	百姓代	ヒャクショウダイ
ハクチョウを県の鳥にしている2つの県といえば、青森県とどこでしょう？	島根県	シマネケン
ずばり、卓球は1セット何点先取でしょう？	11点(昨年よりルール改正)	11テン
JIS規格のキーボードでのタッチタイピングで、人差し指を置く基本となるキーは「F」と何でしょう？	J	J
映画『ロッキー』で、女優タリア・シャイアが演じた、ロッキーの妻の名前は何でしょう？	エイドリアン	エイドリアン
インクのしみを落として作った左右対称の図形が何に見えるかで診断する人格検査法を、スイスの精神医学者の名前を取って何テストというでしょう？	ロールシャッハ・テスト	ロールシャッハテスト
「行く河の流れは絶えずして、しかも元の水にあらず」という書き出しの、鴨長明の随筆といえば何でしょう？	『方丈記』	ホウジョウキ
嵐、アルフィー、ミスターチルドレンの3つのグループのメンバーに共通する名字は何でしょう？	桜井	サクライ
立秋の後の暑さを「残暑」といいますが、立春の後の寒さのことを何というでしょう？	余寒	ヨカン
出世魚ボラの成長しきった時の名に因んだ、結局のところ、という意味の言葉は何でしょう？	とどのつまり	トドノツマリ
カジノのルーレットにある数字の中で、最大の数字はいくつでしょう？	36	36
フォークボールを武器に通算215勝を挙げ、｢フォークボールの神様｣の異名を取った中日の投手は誰でしょう？	杉下茂	スギシタシゲル
チベットのラサにある、ダライ・ダマが住む宮殿といえば何でしょう？	ポタラ宮	ポタラミヤ
イギリスで中世の封建制度崩壊と共に現れた独立自営農民のことを何というでしょう？	ヨーマン	ヨーマン
小木博明(おぎ・ひろあき)と矢作兼(やはぎ・けん)の2人が組んでいる、お笑いコンビの名前は何でしょう？	おぎやはぎ	オギヤハギ
果物を切る時などに使われる小型のナイフのことを、和製英語で何というでしょう？	ぺティナイフ	ペティナイフ
コーヒーはアカネ科の植物ですが、カカオは何科の植物でしょう？	アオギリ科	アオギリカ
デパートの「友の会」で、「クローバーサークル」は伊勢丹ですが、「ローズサークル」といえばどこのデパートでしょう？	高島屋	タカシマヤ
オリコンのシングルチャートで初めて「デビュー曲初登場1位」となった、近藤真彦のヒット曲は何でしょう？	『スニーカーぶる～す』	スニーカーブルス
年に2度収穫できる「二度芋」といえばジャガイモのことですが、年に3度収穫できることから「三度豆」と呼ばれているのは何でしょう？	インゲン豆	インゲンマメ
太平洋戦争のとき、日本を軍事・経済的に包囲した「ABCDライン」の4カ国とは、アメリカ、イギリス、中国とどこの国でしょう？	オランダ	オランダ
フランス語で「選び出す」という意味がある、社会の指導的立場に立っている人を何というでしょう？	エリート	エリート
「人気のバロメーター」などという時の、「バロメーター」とは、本来何を測る器械でしょう？	気圧	キアツ
313年にローマ皇帝・コンスタンティヌス帝が発した、キリスト教公認令を何というでしょう？	ミラノ勅令	ミラノミコトノリレイ
京都・竜安寺の庭園のように、全く水を用いずに石や白砂で「山や水」を表現した、日本庭園の様式を何というでしょう？	枯山水	カレサンスイ
建築工事を始める前に、その土地の神様をまつり、工事の無事を祈願する儀式を何というでしょう？	地鎮祭	ジチンサイ
1989年の参議院選挙で土井たか子率いる日本社会党が躍進したことを、当選者に女性が多く含まれていたことから何旋風といったでしょう？	マドンナ旋風	マドンナセンプウ
交響曲第五番『運命』といえばベートーベンですが、交響曲第五番『革命』で知られるロシアの作曲家は誰でしょう？	ショスターコービッチ	ショスターコービッチ
オーストリアの物理学者の名前から付けられた、音速を表す単位といったら何でしょう？	マッハ	マッハ
九州地方で最も面積の大きい県は鹿児島県ですが、東北地方で最も面積の大きい県は何県でしょう？	岩手県	イワテケン
ハンドボールで、宙に跳んで浮いている間にパスを受け、シュートすることを何というでしょう？	スカイプレー	スカイプレー
昭和47年に『パチンコ』という作品でデビューした、タレントとしても活躍する漫画家は誰でしょう？	蛭子能収	エビスヨシカズ
わが国では独占禁止法で制限されている、競争関係にある同種の企業が価格などで競争を回避するために結ぶ協定のことを何というでしょう？	カルテル(企業連合)	カルテル
地表面を上空から見下ろすように描いた図を鳥瞰図というのに対し､ 地表から見上げるように描いた図を、両生類に喩えて何というでしょう？	蛙瞰図(あかんず)	アカンズ
相撲で、実力以上の番付にいて苦戦することを「何が高い」というでしょう？	家賃が高い	ヤチンガタカイ
シャクトリムシはシャクガの幼虫ですが、ミノムシは何という昆虫の幼虫でしょう？	ミノガ	ミノガ
シアトルに本社を置く、世界最大のオンライン書店は何でしょう？	Amazon.com	AMAZONCOM
世界七不思議のひとつ・ファロス島の灯台があったといわれている、クレオパトラ統治時代の首都だったエジプトの都市はどこでしょう？	アレクサンドリア	アレクサンドリア
グリニッジ標準時で0時のとき、日本では何時になっているでしょう？	(午前)9時	9ジ
録画予約に用いる「Gコード」のGとは何という言葉の略でしょう？	ジェムスター	ジェムスター
シナモン、クローブ、ナツメグの三つの香りを合わせた風味を持つとされる事から名のついた香辛料は何でしょう？	オールスパイス	オールスパイス
登山ブームのきっかけとなった山岳紀行集「日本百名山」などの著作で知られる作家は誰でしょう？	深田久弥	フカタヒサヤ
スペインの闘牛で、マタドールがウシを誘うのに使う、棒に巻いた赤い布を何というでしょう？	ムレタ	ムレタ
ネコ、ネズミ、ノコギリなどの種類のある魚は何でしょう？	サメ	サメ
動詞の活用形で、「クイズで飛ぶ」の「飛ぶ」は五段活用ですが、「クイズをする」の「する」の活用は何でしょう？	サ行変格活用	サユキヘンカクカツヨウ
キトラ古墳、高松塚古墳、石舞台古墳など、至るところに古墳や史跡があることで知られる奈良県の村はどこでしょう？	明日香村	アスカムラ
お嫁入りする女性の気持ちを歌った、熊本県を代表する民謡といえば何でしょう？	『おてもやん』	オテモヤン
『水の中のナイフ』『ローズマリーの赤ちゃん』そして現在公開中の『戦場のピアニスト』などの作品で知られる、ポーランド生まれの映画監督といえば誰でしょう？	ロマン・ポランスキー	ロマンポランスキー
煮立てた豆乳の表面にできた膜を乾燥させて作る、日光名物の食べ物は何でしょう？	湯葉	ユバ
これまでに二度映画化された小説「ビルマの竪琴」の作者は誰でしょう？	竹山道雄	タケヤマミチオ
昭和29年に行われたわが国初のプロレスの国際試合で、力道山・木村政彦組と対戦したのは「何兄弟」でしょう？	シャープ兄弟	シャープキョウダイ
ウィリアム・ハンナとジョセフ・バーバラにより生み出された、いつもケンカばかりしているネコとネズミのコンビといえば「何と何」でしょう？	トムとジェリー	トムトジェリー
「精神現象学」などの著書で知られる、弁証法を確立したドイツの古典哲学者は誰でしょう？	ヘーゲル	ヘーゲル
チベット高原の雪解け水を源流とする全長約4400kmの川で、ラオスとタイの国境を流れているのは何でしょう？	メコン川	メコンガワ
約600gを1とする、食パンの重さの単位としてよく用いられる重量の単位は何でしょう？	斤	キン
江戸時代、わらじが非常に安く売られていたことに由来する、数が多くて極めて安いことを意味する四字熟語は何でしょう？	二束三文	ニソクサンモン
日本語では「鉄梃(かなてこ)」という建築用具で、その性能ゆえに悪用されることが多く、犯罪報道などではよく「これのようなものでこじ開けられた」と形容されるものは何でしょう？	バール	バール
江戸時代、大名や将軍のお抱えの医者のことを何といったでしょう？	御典医	ゴテンイ
ボートのエイト競技で、ボートに乗るのは何人でしょう？	9人	9ニン
つくしの茎に間隔をおいて生えているギザギザした葉のことを、ある和服にちなんで何というでしょう？	はかま	ハカマ
人を奮い立たせる、という意味の言葉で、「檄」は「飛ばす」と言いますが、「発破」はどうする、というでしょう？	掛ける	カケル
多くの船や飛行機が行方不明になっている北大西洋西部の三角海域を、ある島の名を使って何というでしょう？	バミューダ海域(トライアングル)	トライアングル
竹で作られ、長さが「一尺八寸」であることからその名が付いた楽器といったら何でしょう？	尺八	シャクハチ
映画の撮影が始まることをクランクインというのに対し､すべての撮影が終わることを何というでしょう？	クランクアップ	クランクアップ
野菜などを普通の畑で栽培する方法を、温室栽培に対して何というでしょう？	露地栽培	ロジサイバイ
村上春樹の小説『海辺のカフカ』で、主人公の15歳の少年カフカの苗字は何でしょう？	田村	タムラ
1891年にアメリカのネイスミスによって考案された、日本では「篭球(ろうきゅう)」というスポーツは何でしょう？	バスケットボール	バスケットボール
自動車で、タイヤの左右の間隔をトレッドといいますが、前後の間隔のことを何というでしょう？	ホイールベース	ホイールベース
古代ローマの将軍ファビウスにちなんで名付けられた、イギリスの漸進的社会主義団体は何でしょう？	フェビアン協会	フェビアンキョウカイ
五千円札の裏に描かれている「逆さ富士」が写っているのは、何という湖でしょう？	本栖湖	モトスコ
おおいぬ座のアルファ星はシリウスですが、こいぬ座のアルファ星は何でしょう？	プロキオン	プロキオン
いつまでも結論の出ない会議のことを、北条氏が豊臣秀吉に攻められた際の故事から何というでしょう？	小田原評定	オダワラヒョウジョウ
コップの下に敷くのはコースターですが、湯呑み茶碗に敷くものは何というでしょう？	茶托	チャタク
弥生時代から古墳時代にかけて大陸から日本に渡り、さまざまな技術や文化をわが国にもたらした人々のことを何というでしょう？	渡来人	トライジン
高校野球で、春の選抜大会の主催は毎日新聞社ですが、夏の選手権大会を主催する新聞社はどこでしょう？	朝日新聞社	アサヒシンブンシャ
冬至の日に太陽が通ることから「冬至線」とも呼ばれる、地球上の南緯23度27分の地点を連ねた線を何というでしょう？	南回帰線	ミナミカイキセン
閣議に関する事項のまとめ役であり、同時に総理大臣のスポークスマンを務める内閣のポストは何でしょう？	(内閣)官房長官	カンボウチョウカン
大西洋と地中海を結ぶ海峡は何海峡でしょう？	ジブラルタル海峡	ジブラルタルカイキョウ
海底において、沈んでくるプランクトンの死骸がかすかな光に照らされて白く見える現象を、ある天気のように見えることから何というでしょう？	マリンスノー	マリンスノー
俗にいわれる言葉で、「角(かく)な座敷を丸く掃」いたり、「三杯目にはそっと出し」たりするのは、誰でしょう？	居候(いそうろう)	イソウロウ
葉がカラスのように黒く、龍のつめのように曲がっていることから名がついた中国茶の一種は何でしょう？	ウーロン(烏龍)茶	ウーロンチャ
ベレスフォード夫妻、バトル警視、アリアドニ・オリヴァ夫人、パーカー・パイン、ミス・マープル、エルキュール・ポアロといえば、誰の書いたミステリー小説に登場する探偵でしょう？	アガサ・クリスティー	アガサクリスティー
郵便物を送るとき、宛名に書かれた本人に開けてもらいたいときに使う言葉を何というでしょう？	親展	シンテン
漫画『オバケのQ太郎』に登場する、Q太郎の弟の名前は何でしょう？	O次郎	Oジロウ
「空飛ぶホワイトハウス」ともいわれる、アメリカ大統領の専用機のことを何というでしょう？	エア・フォース・ワン	エアフォースワン
日本海と瀬戸内海の両方に面している県といえば、山口県とどこでしょう？	兵庫県	ヒョウゴケン
英語では「JET RUG」という、海外旅行に行ったときによく起こる症状を、一般に「何ボケ」というでしょう？	時差ボケ	ジサボケ
春です。木偏に春と書く木は「ツバキ(椿)」ですが、魚偏に春と書く魚は何でしょう？	サワラ(鰆)	サワラ
宮中行事「歌会始の儀」で、今年の歌題は「町」でしたが、来年の歌題は何でしょう？	幸	コウ
美術史の飛鳥文化、白鳳文化、天平文化のうち、最も古い文化はどれでしょう？	飛鳥文化	アスカブンカ
釣りをする時に使う道具で、漢字では「魚の籠(かご)」と書くものは何でしょう？	びく	ビク
三角形の三辺の長さから面積を求める公式のことを、ギリシャの数学者の名前をとって何というでしょう？	ヘロンの公式	ヘロンノコウシキ
旅の門出のことを、ある神社の名にちなんで何というでしょう？	鹿島立ち	カシマダチ
世界的な観光名所で、オペラ座があるのはパリですが、オペラハウスがある都市はどこでしょう？	シドニー	シドニー
豊臣秀吉の義兄を父に持つ武将で、関ヶ原の戦いでは裏切りによって東軍勝利の立役者となったのは誰でしょう？	小早川秀秋	コバヤカワヒデアキ
木管楽器のサキソフォンに名を残すアドルフ・サックスはどこの国の人でしょう？	ベルギー	ベルギー
人気兄弟お笑いコンビ・中川家の、兄の名前は中川剛ですが、弟の名前は何というでしょう？	中川礼二	ナカガワレイジ
天狗がもっているのは羽うちわ(はうちわ)ですが、貧乏神がもっているのはどんなうちわでしょう？	しぶうちわ	シブウチワ
テニスで、相手のサービスゲームをとることをブレイクと言いますが、自分のサービスゲームをとることを何というでしょう？	キープ	キープ
気象用語で、降水量の単位はミリメートルですが、積雪量の単位は何でしょう？	センチメートル	センチメートル
鎌倉時代の宗教家で、「正法眼蔵(しょうぼうげんぞう)」を著したのは道元ですが、「立正安国論」を著したのは誰でしょう？	日蓮	ニチレン
明治2年1月1日に点灯が行われた、三浦半島にある日本初の洋式灯台は何でしょう？	観音崎灯台	カンノンザキトウダイ
山頂などで太陽を背にして立ったとき、前方の雲や霧に自分の影が大きく映る現象を、ドイツの山の名をとって何というでしょう？	ブロッケン現象	ブロッケンゲンショウ
英語で「手入れをする人」という意味のある、犬や猫などのペットの美容師のことを指す言葉は何でしょう？	トリマー	トリマー
手形や小切手などを他人に渡すとき、その裏側に署名をすることを特に何というでしょう？	裏書	ウラガキ
日本で最初の女帝といえば何天皇でしょう？	推古天皇	スイコテンノウ
日本の中央競馬で、史上初の天皇賞春秋連覇を達成した馬は何でしょう？	タマモクロス	タマモクロス
「当て布」という意味がある、既に出来上がっているプログラムに修正を加えることを何というでしょう？	パッチ	パッチ
アメリカの硬貨で、クオーターは25セント硬貨ですが、ダイムは何セント硬貨でしょう？	10セント	10セント
ヒマラヤのダウラギリ、ハワイのマウナケア、そしてヨーロッパのモンブランといえば、すべてそれぞれの国の言葉で何という意味があるでしょう？	白い山	シロイヤマ
ポロネーズ、マズルカ、メヌエット、ワルツといえば、これらは何分の何拍子の曲でしょう？	4分の3拍子	4ブンノ3ヒョウシ
火災に見舞われた超高層ビルに挑む消防隊長をスティーブ・マックイーンが演じた、パニックムービーの大傑作といえば何でしょう？	タワーリング・インフェルノ	タワーリングインフェルノ
飛行機や電車で、窓側の席をウインドウシートといいますが、通路側の席を何というでしょう？	アイルシート	アイルシート
少年ネロと愛犬パトラッシュの心温まる物語「フランダースの犬」の作者は誰でしょう？	ウィーダ	ウィーダ
芸能界のキムタクはスマップに所属していますが、プロ野球界のキムタクこと木村拓也選手が所属している球団はどこでしょう？	広島東洋カープ	ヒロシマトウヨウカープ
通称を吉兵衛、雅号を友竹(ゆうちく)といった江戸時代の浮世絵師で、『見返り美人』で知られるのは誰でしょう？	菱川師宣	ヒシカワモロノブ
「一つの妖怪がヨーロッパに現れている」という書き出しで始まる、マルクスとエンゲルスの共著といえば何でしょう？	『共産党宣言』	キョウサントウセンゲン
夏目漱石の「坊っちゃん」から広く知られるようになった愛媛の温泉といえば何でしょう？	道後温泉	ドウゴオンセン
タヌキはイヌ科の動物ですが、キツネは何科の動物でしょう？	イヌ科	イヌカ
主婦たちが家事の合間に集まってするおしゃべりを、昔、おしゃべりをしていた場所から何会議というでしょう？	井戸端会議	イドバタカイギ
流し台や便器の下に必ず付いている、悪臭や水の逆流を防ぐ為に、排水管をS字やU字に曲げられた部分を何というでしょう？	トラップ	トラップ
中国の革命指導者・孫文が唱えた三民主義とは、民権主義、民族主義と何でしょう？	民生主義	ミンセイシュギ
ボクシングで、相手を想像して一人で練習する方法を何ボクシングというでしょう？	シャドーボクシング	シャドーボクシング
薬の種類のひとつで、飲みやすくするために成分を糖分でくるんだ錠剤のことを何錠というでしょう？	糖衣錠	トウイジョウ
自分が犯した罪や過ちで苦しむ事を「身から出た錆」といいますが、この「身」とは何のことでしょう？	日本刀	ニッポンガタナ
童話「ムーミン物語」やサンタクロースの故郷として知られる北欧の国で、首都をヘルシンキに置くのはどこでしょう？	フィンランド	フィンランド
A.J.マックリーン、ケヴィン・リチャードソン、ハウィー・ドロー、ニック・カーター、ブライアン・リッテレルの5人からなる、アメリカの人気コーラス・グループは何でしょう？	バックストリート・ボーイズ	バックストリートボーイズ
ハリウッド映画で『フォー・ルームス』『フィフス・エレメント』『シックス・センス』といったら、共通して出演している俳優は誰でしょう？	ブルース・ウィリス	ブルースウィリス
999人の幽霊が住んでいるという設定の、東京ディズニーランドの人気アトラクションは何でしょう？	ホーンテッド・マンション	ホーンテッドマンション
東京モスリン亀戸工場で働く女性の悲惨な姿を描いた、細井和喜蔵の記録文学は何でしょう？	女工哀史	ジョコウアイシ
大相撲の番付で、所属する力士の数が最も多い位といえば何でしょう？	序二段	ツイデニダン
エーゲ海北部のサモトラケ島で発見された彫刻で知られる、ギリシャ神話の勝利の女神は何でしょう？	ニケ	ニケ
イギリスの通貨単位はポンドですが、フランスの通貨単位は何でしょう？	ユーロ	ユーロ
もともとは江戸時代に防火の目的で作られた幅のある道のことで、現在では名古屋や上野に地名として残っているものは何でしょう？	広小路	ヒロコウジ
全天88星座のうち、名前がひらがな1文字で表されるのはや座、ほ座と何座でしょう？	ろ座	ロザ
食後の軽い運動を「腹ごなし」といいますが、相手を押さえつけるような態度をとることを「何ごなし」というでしょう？	頭ごなし	アタマゴナシ
英語では「ブローガン(Blow Gun)」という、細長い筒に矢を入れ、息を吹き込んで的に当てる遊びを日本語で何というでしょう？	吹き矢	フキヤ
三本の矢の教訓で知られる毛利元就の孫にあたる、関ヶ原の戦いで西軍の総大将を務めた武将は誰でしょう？	毛利輝元	モウリテルモト
ラグビーで、フォワード8人のまとめ役となり、スクラムをコントロールする花形的ポジションといえば何でしょう？	ナンバーエイト	ナンバーエイト
コンピュータの中央処理装置と主記憶装置の中間に用意され、頻繁に用いるデータを一時的に蓄える高速メモリは何でしょう？	キャッシュ･メモリ (cache memory)	キャッシュメモリ
産業の形態が次第に第1次産業から第2次、第3次へと移行していくことを、何の法則というでしょう？	ペティ・クラークの法則	ペティクラークノホウソク
エジプトにある山で、旧約聖書でモーゼが「十戒」を授かった山といえばどこでしょう？	シナイ山	シナイサン
88星座を五十音順に並べたとき、最初にくる星座は何でしょう？	アンドロメダ座	アンドロメダザ
考え方が保守的な人のことを「コンサバ」といいますが、これは何という英単語の略でしょう？	コンサバーティブ	コンサバーティブ
囲炉裏によく見られる、鍋などを釣り、上下に動かすことで火との距離を調節出来るもののことを何というでしょう？	自在鉤	ジザイカギ
代表作に『銀河帝国の興亡』や『わたしはロボット』があり、「ロボット工学の3原則」を提唱したことでも知られるロシア生まれのアメリカのSF作家は誰でしょう？	アイザック・アシモフ	アイザックアシモフ
歌手の音域に合わせて、曲全体のキーをそのまま高く、または低くすることを何というでしょう？	移調	イチョウ
昨年のベルリン国際映画祭でアニメとして初めて金熊賞を獲得した、宮崎駿監督の映画は何でしょう？	千と千尋の神隠し	セントチヒロノカミガクシ
会社の形態を大きく4つに分けると、「株式会社」「有限会社」「合資会社」と何でしょう？	合名会社	ゴウメイカイシャ
木曽川、長良川などの下流地域に多く見られる、洪水を防ぐために村落が人工堤防で囲まれた土地のことを何というでしょう？	輪中	ワジュウ
フロンティア電子論で世界的に注目され、1981年に日本人で初めてノーベル化学賞を受賞した京都大学名誉教授は誰でしょう？	福井謙一	フクイケンイチ
春、菜の花が咲く頃に降る長雨を特に「何梅雨」というでしょう？	菜種梅雨	ナタネヅユ
