abcgo2003-00026	1934年には天然記念物に指定された、学名を「ニッポニア・ニッポン」という鳥といえば何でしょう？	トキ	トキ
abcgo2003-00027	火を神聖視するために「拝火教」の別名がある、紀元前6世紀のペルシアで始まった宗教は何教でしょう？	ゾロアスター教	ゾロアスターキョウ
abcgo2003-00028	テレビの視聴率調査における「ゴールデンタイム」とは、午後7時から何時までのことでしょう？	午後10時	ゴゴ１０ジ
abcgo2003-00029	他には影響を及ぼさない、狭い範囲でのもめ事のことを、「何の中の嵐」というでしょう？	コップ	コップ
abcgo2003-00030	701年に藤原不比等(ふじわらのふひと)らが長部親王(おさべ)らと共に作り上げた、国家の基本法典を何というでしょう？	大宝律令	タイホウリツリョウ
abcgo2003-00031	妊娠5ヶ月目の戌(いぬ)の日に体に付ける、胎児を保護するためにする帯を何というでしょう？	岩田帯	イワタオビ
abcgo2003-00032	セルバンテスの小説『ドン・キホーテ』で、ドン・キホーテが巨人と間違えて襲いかかったものは何でしょう？	風車	カザグルマ
abcgo2003-00033	ボウリングの球の重さを表す単位は何でしょう？	ポンド	ポンド
abcgo2003-00034	その色合いが鳩の血のように見えることから、最高級のルビーのことを何というでしょう？	ピジョンブラッド	ピジョンブラッド
abcgo2003-00035	箱根や富士などの火山から噴き出した灰が積もって形成された、広く関東地方をおおっている赤い粘土質の地層を何というでしょう？	関東ローム層	カントウロームソウ
abcgo2003-00036	地方から東京へ出ることを「上京」といいますが、地方から京都へ出ることを何といったでしょう？	上洛	ジョウラク
abcgo2003-00037	日本の国宝第1号に認定された弥勒菩薩像がある、京都の寺はどこでしょう？	広隆寺	コウリュウジ
abcgo2003-00038	牛2頭で1日に耕した面積が起源といわれる、ヤード・ポンド法の面積の単位は何でしょう？	エーカー	エーカー
abcgo2003-00039	『学校』シリーズや、『男はつらいよ』シリーズで知られる映画監督といえば誰でしょう？	山田洋次	ヤマダヨウジ
abcgo2003-00040	いわゆる「四書五経」の「四書」とは、『大学』『孟子』『論語』と何でしょう？	『中庸』	チュウヨウ
abcgo2003-00041	春の七草で「すずな」といえば蕪のことですが、「すずしろ」といえば何のことでしょう？	大根	ダイコン
abcgo2003-00043	ことわざ「弘法も筆の誤り」で、弘法大師が間違えたとされる文字は何でしょう？	応	
abcgo2003-00044	南米の国、ウルグアイとパラグアイは、共にどこの国の領土から独立したでしょう？	スペイン	スペイン
abcgo2003-00045	北原白秋作詞の童謡『あわて床屋』の中で、床屋に行ったお客である動物は何でしょう？	ウサギ	ウサギ
abcgo2003-00046	『Tokyo Walker』や『Kansai Walker』などの、「Walker」シリーズを発行している出版社といえばどこでしょう？	角川書店	カドカワショテン
abcgo2003-00047	50㎞以上250㎞以下の短い路線を運行する「地域航空輸送」を、英語で何というでしょう？	コミューター航空	コミューターコウクウ
abcgo2003-00048	ロウソクの炎を3つに分けると外炎、内炎と何でしょう？	炎心	ホノオシン
abcgo2003-00049	2つ以上の文字を組み合わせて図案化したもののことで、特にルイ・ヴィトンのものが知られるのは何でしょう？	モノグラム	モノグラム
abcgo2003-00050	東京の落語家で、真打ちと前座の中間にあるランクを何というでしょう？	二ツ目	ニツメ
abcgo2003-00051	大相撲の第68代横綱・朝青龍は何部屋の力士でしょう？	高砂部屋	タカサゴヘヤ
abcgo2003-00052	ギリシャ神話で、ろうで固めた翼で空を飛んだものの、太陽の熱でろうが溶けて墜落死したのは誰でしょう？	イカロス	イカロス
abcgo2003-00053	1924年以降、南アフリカの各地で発見され、ラテン語で「南の猿」という意味の名がつけられた化石人類は何でしょう？	アウストラロピテクス	アウストラロピテクス
abcgo2003-00054	デモテープ、デモ行進のデモとは、どんな言葉を略したものでしょう？	デモンストレーション	デモンストレーション
abcgo2003-00055	この時期を表した俳句「春の海 ひねもすのたり のたりかな」を詠んだ、江戸時代の俳人は誰でしょう？	与謝蕪村	ヨサブソン
abcgo2003-00056	ロシアの作曲家、チャイコフスキーの三大バレエ音楽といえば、『白鳥の湖』『くるみ割り人形』と何でしょう？	『眠れる森の美女』	ネムレルモリノビジョ
abcgo2003-00057	ロイターといえばイギリスの通信社ですが、AFPといえばどこの国の通信社でしょう？	フランス	フランス
abcgo2003-00058	ジャムやマーマレードを入れて飲む紅茶の飲み方を、ある国の名を取って何ティーというでしょう？	ロシアンティー	ロシアンティー
abcgo2003-00059	オリンピックの五輪の旗で、真ん中にある輪の色は何色でしょう？	黒	クロ
abcgo2003-00060	太陽系の惑星の中で衛星をもっていない2つの惑星とは、水星と何でしょう？	金星	カナボシ
abcgo2003-00061	ABBAのヒットソングに綴ってストーリーが展開される、電通四季劇場「海」で公開中の劇団四季のミュージカルは何でしょう？	『マンマ・ミーア!』	マンマミーア
abcgo2003-00062	エレベーターで使われる記号で、屋上を示す「R」はルーフの略ですが、地下を示す「B」はどんな単語の頭文字でしょう?(カタカナ可)	ベースメント	ベースメント
abcgo2003-00063	インドではイギリスが東インド会社を設立し、日本では関ケ原の戦いの火ぶたが切って落とされたのは、西暦何年のことでしょう？	1600年	１６００
abcgo2003-00064	とっくりを持ったタヌキの置物が有名な、滋賀県の焼物といえば何でしょう？	信楽(しがらき)焼	シガラキヤキ
abcgo2003-00065	日本では上松美香(あげまつみか)がその演奏者として知られている、「インディアンハープ」とも言われる民族楽器は何でしょう？	アルパ	アルパ
abcgo2003-00066	アメリカのブッシュ (George Walker Bush) 現大統領が昨年の一般教書演説で使って以来広まった、イラン・北朝鮮・イラクの批判的な総称は何でしょう？	悪の枢軸 (Axis of Evil)	アクノスウジク
abcgo2003-00067	木下順二の戯曲『夕鶴』で、助けた鶴の化身・つうと結婚する男の名前は何でしょう？	与ひょう	アズカヒョウ
abcgo2003-00068	幾つかの布切れを縫いあわせ、飾りや模様を作る手芸方法を何というでしょう？	パッチワーク	パッチワーク
abcgo2003-00069	紫外線UV-Bの作用によって起こる、皮膚が褐色になる健康的な日焼けを英語で何というでしょう？	サンタン	サンタン
abcgo2003-00070	アメリカ合衆国で、一番面積が広い州はアラスカ州ですが、一番面積が狭い州はどこでしょう？	ロードアイランド州	ロードアイランドシュウ
abcgo2003-00071	フェンシングの試合場のことを何というでしょう？	ピスト	ピスト
abcgo2003-00072	主著に『純粋理性批判』『実践理性批判』がある、ドイツ観念論の創始者である哲学者といえば誰でしょう？	イマニュエル・カント	イマニュエルカント
abcgo2003-00073	態度や意見ががらりと変わってしまうことを、ある動物の斑紋が季節によって鮮やかに変わることから何というでしょう？	豹変	ヒョウヘン
abcgo2003-00074	英語の『ドレミの歌』の歌詞で、「自分を呼ぶ名前」と歌われている音は何でしょう？	ミ(Me、Mi)	ミ
abcgo2003-00076	イスラム文化で用いられた、植物の茎や葉を組み合わせて作った幾何学文様や唐草文様を何というでしょう？	アラベスク	アラベスク
abcgo2003-00077	「郵政三事業の民営化」などというときの「三事業」とは、「郵便」「貯金」とあと1つは何でしょう？	簡易保険(保険は×)	カンイホケン
abcgo2003-00078	主に夏の夜に行われる､まきを焚いて野外で行う能のことを何というでしょう？	薪能(たきぎのう)	タキギノウ
abcgo2003-00079	大きな火皿を持ち、吸い口までが湾曲したパイプを、船乗りがよく使ったことから何パイプというでしょう？	マドロスパイプ	マドロスパイプ
abcgo2003-00080	青銅といえば銅と錫の合金ですが、黄銅は銅と何との合金でしょう？	亜鉛	アエン
abcgo2003-00081	江戸時代の村役人で「村方三役」と呼ばれたのは、庄屋、組頭とあと一つは何でしょう？	百姓代	ヒャクショウダイ
abcgo2003-00082	ハクチョウを県の鳥にしている2つの県といえば、青森県とどこでしょう？	島根県	シマネケン
abcgo2003-00083	ずばり、卓球は1セット何点先取でしょう？	11点(昨年よりルール改正)	１１
abcgo2003-00084	JIS規格のキーボードでのタッチタイピングで、人差し指を置く基本となるキーは「F」と何でしょう？	J	Ｊ
abcgo2003-00085	映画『ロッキー』で、女優タリア・シャイアが演じた、ロッキーの妻の名前は何でしょう？	エイドリアン	エイドリアン
abcgo2003-00086	インクのしみを落として作った左右対称の図形が何に見えるかで診断する人格検査法を、スイスの精神医学者の名前を取って何テストというでしょう？	ロールシャッハ・テスト	ロールシャッハテスト
abcgo2003-00087	「行く河の流れは絶えずして、しかも元の水にあらず」という書き出しの、鴨長明の随筆といえば何でしょう？	『方丈記』	ホウジョウキ
abcgo2003-00088	嵐、アルフィー、ミスターチルドレンの3つのグループのメンバーに共通する名字は何でしょう？	桜井	サクライ
abcgo2003-00089	立秋の後の暑さを「残暑」といいますが、立春の後の寒さのことを何というでしょう？	余寒	ヨカン
abcgo2003-00090	出世魚ボラの成長しきった時の名に因んだ、結局のところ、という意味の言葉は何でしょう？	とどのつまり	トドノツマリ
abcgo2003-00091	カジノのルーレットにある数字の中で、最大の数字はいくつでしょう？	36	３６
abcgo2003-00092	フォークボールを武器に通算215勝を挙げ、｢フォークボールの神様｣の異名を取った中日の投手は誰でしょう？	杉下茂	スギシタシゲル
abcgo2003-00093	チベットのラサにある、ダライ・ダマが住む宮殿といえば何でしょう？	ポタラ宮	ポタラミヤ
abcgo2003-00094	イギリスで中世の封建制度崩壊と共に現れた独立自営農民のことを何というでしょう？	ヨーマン	ヨーマン
abcgo2003-00095	小木博明(おぎ・ひろあき)と矢作兼(やはぎ・けん)の2人が組んでいる、お笑いコンビの名前は何でしょう？	おぎやはぎ	オギヤハギ
abcgo2003-00096	果物を切る時などに使われる小型のナイフのことを、和製英語で何というでしょう？	ぺティナイフ	ペティナイフ
abcgo2003-00097	コーヒーはアカネ科の植物ですが、カカオは何科の植物でしょう？	アオギリ科	アオギリカ
abcgo2003-00098	デパートの「友の会」で、「クローバーサークル」は伊勢丹ですが、「ローズサークル」といえばどこのデパートでしょう？	高島屋	タカシマヤ
abcgo2003-00099	オリコンのシングルチャートで初めて「デビュー曲初登場1位」となった、近藤真彦のヒット曲は何でしょう？	『スニーカーぶる～す』	スニーカーブルス
abcgo2003-00100	年に2度収穫できる「二度芋」といえばジャガイモのことですが、年に3度収穫できることから「三度豆」と呼ばれているのは何でしょう？	インゲン豆	インゲンマメ
abcgo2003-00101	太平洋戦争のとき、日本を軍事・経済的に包囲した「ABCDライン」の4カ国とは、アメリカ、イギリス、中国とどこの国でしょう？	オランダ	オランダ
abcgo2003-00102	フランス語で「選び出す」という意味がある、社会の指導的立場に立っている人を何というでしょう？	エリート	エリート
abcgo2003-00103	「人気のバロメーター」などという時の、「バロメーター」とは、本来何を測る器械でしょう？	気圧	キアツ
abcgo2003-00104	313年にローマ皇帝・コンスタンティヌス帝が発した、キリスト教公認令を何というでしょう？	ミラノ勅令	ミラノミコトノリレイ
abcgo2003-00105	京都・竜安寺の庭園のように、全く水を用いずに石や白砂で「山や水」を表現した、日本庭園の様式を何というでしょう？	枯山水	カレサンスイ
abcgo2003-00106	建築工事を始める前に、その土地の神様をまつり、工事の無事を祈願する儀式を何というでしょう？	地鎮祭	ジチンサイ
abcgo2003-00107	1989年の参議院選挙で土井たか子率いる日本社会党が躍進したことを、当選者に女性が多く含まれていたことから何旋風といったでしょう？	マドンナ旋風	マドンナセンプウ
abcgo2003-00108	交響曲第五番『運命』といえばベートーベンですが、交響曲第五番『革命』で知られるロシアの作曲家は誰でしょう？	ショスターコービッチ	ショスターコービッチ
abcgo2003-00109	オーストリアの物理学者の名前から付けられた、音速を表す単位といったら何でしょう？	マッハ	マッハ
abcgo2003-00110	九州地方で最も面積の大きい県は鹿児島県ですが、東北地方で最も面積の大きい県は何県でしょう？	岩手県	イワテケン
abcgo2003-00111	ハンドボールで、宙に跳んで浮いている間にパスを受け、シュートすることを何というでしょう？	スカイプレー	スカイプレー
abcgo2003-00112	昭和47年に『パチンコ』という作品でデビューした、タレントとしても活躍する漫画家は誰でしょう？	蛭子能収	エビスヨシカズ
abcgo2003-00113	わが国では独占禁止法で制限されている、競争関係にある同種の企業が価格などで競争を回避するために結ぶ協定のことを何というでしょう？	カルテル(企業連合)	カルテル
abcgo2003-00114	地表面を上空から見下ろすように描いた図を鳥瞰図というのに対し､ 地表から見上げるように描いた図を、両生類に喩えて何というでしょう？	蛙瞰図(あかんず)	アカンズ
abcgo2003-00115	相撲で、実力以上の番付にいて苦戦することを「何が高い」というでしょう？	家賃が高い	ヤチンガタカイ
abcgo2003-00116	シャクトリムシはシャクガの幼虫ですが、ミノムシは何という昆虫の幼虫でしょう？	ミノガ	ミノガ
abcgo2003-00117	シアトルに本社を置く、世界最大のオンライン書店は何でしょう？	Amazon.com	ＡＭＡＺＯＮ．ＣＯＭ
abcgo2003-00118	世界七不思議のひとつ・ファロス島の灯台があったといわれている、クレオパトラ統治時代の首都だったエジプトの都市はどこでしょう？	アレクサンドリア	アレクサンドリア
abcgo2003-00119	グリニッジ標準時で0時のとき、日本では何時になっているでしょう？	(午前)9時	９
abcgo2003-00120	録画予約に用いる「Gコード」のGとは何という言葉の略でしょう？	ジェムスター	ジェムスター
abcgo2003-00121	シナモン、クローブ、ナツメグの三つの香りを合わせた風味を持つとされる事から名のついた香辛料は何でしょう？	オールスパイス	オールスパイス
abcgo2003-00122	登山ブームのきっかけとなった山岳紀行集「日本百名山」などの著作で知られる作家は誰でしょう？	深田久弥	フカタヒサヤ
abcgo2003-00123	スペインの闘牛で、マタドールがウシを誘うのに使う、棒に巻いた赤い布を何というでしょう？	ムレタ	ムレタ
abcgo2003-00124	ネコ、ネズミ、ノコギリなどの種類のある魚は何でしょう？	サメ	サメ
abcgo2003-00125	動詞の活用形で、「クイズで飛ぶ」の「飛ぶ」は五段活用ですが、「クイズをする」の「する」の活用は何でしょう？	サ行変格活用	サユキヘンカクカツヨウ
abcgo2003-00126	キトラ古墳、高松塚古墳、石舞台古墳など、至るところに古墳や史跡があることで知られる奈良県の村はどこでしょう？	明日香村	アスカムラ
abcgo2003-00127	お嫁入りする女性の気持ちを歌った、熊本県を代表する民謡といえば何でしょう？	『おてもやん』	オテモヤン
abcgo2003-00128	『水の中のナイフ』『ローズマリーの赤ちゃん』そして現在公開中の『戦場のピアニスト』などの作品で知られる、ポーランド生まれの映画監督といえば誰でしょう？	ロマン・ポランスキー	ロマンポランスキー
abcgo2003-00129	煮立てた豆乳の表面にできた膜を乾燥させて作る、日光名物の食べ物は何でしょう？	湯葉	ユバ
abcgo2003-00130	これまでに二度映画化された小説「ビルマの竪琴」の作者は誰でしょう？	竹山道雄	タケヤマミチオ
abcgo2003-00131	昭和29年に行われたわが国初のプロレスの国際試合で、力道山・木村政彦組と対戦したのは「何兄弟」でしょう？	シャープ兄弟	シャープキョウダイ
abcgo2003-00132	ウィリアム・ハンナとジョセフ・バーバラにより生み出された、いつもケンカばかりしているネコとネズミのコンビといえば「何と何」でしょう？	トムとジェリー	トムトジェリー
abcgo2003-00133	「精神現象学」などの著書で知られる、弁証法を確立したドイツの古典哲学者は誰でしょう？	ヘーゲル	ヘーゲル
abcgo2003-00134	チベット高原の雪解け水を源流とする全長約4400kmの川で、ラオスとタイの国境を流れているのは何でしょう？	メコン川	メコンガワ
abcgo2003-00135	約600gを1とする、食パンの重さの単位としてよく用いられる重量の単位は何でしょう？	斤	キン
abcgo2003-00136	江戸時代、わらじが非常に安く売られていたことに由来する、数が多くて極めて安いことを意味する四字熟語は何でしょう？	二束三文	ニソクサンモン
abcgo2003-00137	日本語では「鉄梃(かなてこ)」という建築用具で、その性能ゆえに悪用されることが多く、犯罪報道などではよく「これのようなものでこじ開けられた」と形容されるものは何でしょう？	バール	バール
abcgo2003-00138	江戸時代、大名や将軍のお抱えの医者のことを何といったでしょう？	御典医	ゴテンイ
abcgo2003-00139	ボートのエイト競技で、ボートに乗るのは何人でしょう？	9人	９
abcgo2003-00140	つくしの茎に間隔をおいて生えているギザギザした葉のことを、ある和服にちなんで何というでしょう？	はかま	ハカマ
abcgo2003-00141	人を奮い立たせる、という意味の言葉で、「檄」は「飛ばす」と言いますが、「発破」はどうする、というでしょう？	掛ける	カケル
abcgo2003-00142	多くの船や飛行機が行方不明になっている北大西洋西部の三角海域を、ある島の名を使って何というでしょう？	バミューダ海域(トライアングル)	トライアングル
abcgo2003-00143	竹で作られ、長さが「一尺八寸」であることからその名が付いた楽器といったら何でしょう？	尺八	シャクハチ
abcgo2003-00144	映画の撮影が始まることをクランクインというのに対し､すべての撮影が終わることを何というでしょう？	クランクアップ	クランクアップ
abcgo2003-00145	野菜などを普通の畑で栽培する方法を、温室栽培に対して何というでしょう？	露地栽培	ロジサイバイ
abcgo2003-00146	村上春樹の小説『海辺のカフカ』で、主人公の15歳の少年カフカの苗字は何でしょう？	田村	タムラ
abcgo2003-00147	1891年にアメリカのネイスミスによって考案された、日本では「篭球(ろうきゅう)」というスポーツは何でしょう？	バスケットボール	バスケットボール
abcgo2003-00148	自動車で、タイヤの左右の間隔をトレッドといいますが、前後の間隔のことを何というでしょう？	ホイールベース	ホイールベース
abcgo2003-00149	古代ローマの将軍ファビウスにちなんで名付けられた、イギリスの漸進的社会主義団体は何でしょう？	フェビアン協会	フェビアンキョウカイ
abcgo2003-00150	五千円札の裏に描かれている「逆さ富士」が写っているのは、何という湖でしょう？	本栖湖	モトスコ
abcgo2003-00151	おおいぬ座のアルファ星はシリウスですが、こいぬ座のアルファ星は何でしょう？	プロキオン	プロキオン
abcgo2003-00152	いつまでも結論の出ない会議のことを、北条氏が豊臣秀吉に攻められた際の故事から何というでしょう？	小田原評定	オダワラヒョウジョウ
abcgo2003-00153	コップの下に敷くのはコースターですが、湯呑み茶碗に敷くものは何というでしょう？	茶托	チャタク
abcgo2003-00154	弥生時代から古墳時代にかけて大陸から日本に渡り、さまざまな技術や文化をわが国にもたらした人々のことを何というでしょう？	渡来人	トライジン
abcgo2003-00155	高校野球で、春の選抜大会の主催は毎日新聞社ですが、夏の選手権大会を主催する新聞社はどこでしょう？	朝日新聞社	アサヒシンブンシャ
abcgo2003-00156	冬至の日に太陽が通ることから「冬至線」とも呼ばれる、地球上の南緯23度27分の地点を連ねた線を何というでしょう？	南回帰線	ミナミカイキセン
abcgo2003-00157	閣議に関する事項のまとめ役であり、同時に総理大臣のスポークスマンを務める内閣のポストは何でしょう？	(内閣)官房長官	カンボウチョウカン
abcgo2003-00158	大西洋と地中海を結ぶ海峡は何海峡でしょう？	ジブラルタル海峡	ジブラルタルカイキョウ
abcgo2003-00159	海底において、沈んでくるプランクトンの死骸がかすかな光に照らされて白く見える現象を、ある天気のように見えることから何というでしょう？	マリンスノー	マリンスノー
abcgo2003-00160	俗にいわれる言葉で、「角(かく)な座敷を丸く掃」いたり、「三杯目にはそっと出し」たりするのは、誰でしょう？	居候(いそうろう)	イソウロウ
abcgo2003-00161	葉がカラスのように黒く、龍のつめのように曲がっていることから名がついた中国茶の一種は何でしょう？	ウーロン(烏龍)茶	ウーロンチャ
abcgo2003-00162	ベレスフォード夫妻、バトル警視、アリアドニ・オリヴァ夫人、パーカー・パイン、ミス・マープル、エルキュール・ポアロといえば、誰の書いたミステリー小説に登場する探偵でしょう？	アガサ・クリスティー	アガサクリスティー
abcgo2003-00163	郵便物を送るとき、宛名に書かれた本人に開けてもらいたいときに使う言葉を何というでしょう？	親展	シンテン
abcgo2003-00164	漫画『オバケのQ太郎』に登場する、Q太郎の弟の名前は何でしょう？	O次郎	Ｏジロウ
abcgo2003-00165	「空飛ぶホワイトハウス」ともいわれる、アメリカ大統領の専用機のことを何というでしょう？	エア・フォース・ワン	エアフォースワン
abcgo2003-00166	日本海と瀬戸内海の両方に面している県といえば、山口県とどこでしょう？	兵庫県	ヒョウゴケン
abcgo2003-00167	英語では「JET RUG」という、海外旅行に行ったときによく起こる症状を、一般に「何ボケ」というでしょう？	時差ボケ	ジサボケ
abcgo2003-00168	春です。木偏に春と書く木は「ツバキ(椿)」ですが、魚偏に春と書く魚は何でしょう？	サワラ(鰆)	サワラ
abcgo2003-00170	美術史の飛鳥文化、白鳳文化、天平文化のうち、最も古い文化はどれでしょう？	飛鳥文化	アスカブンカ
abcgo2003-00171	釣りをする時に使う道具で、漢字では「魚の籠(かご)」と書くものは何でしょう？	びく	ビク
abcgo2003-00172	三角形の三辺の長さから面積を求める公式のことを、ギリシャの数学者の名前をとって何というでしょう？	ヘロンの公式	ヘロンノコウシキ
abcgo2003-00173	旅の門出のことを、ある神社の名にちなんで何というでしょう？	鹿島立ち	カシマダチ
abcgo2003-00174	世界的な観光名所で、オペラ座があるのはパリですが、オペラハウスがある都市はどこでしょう？	シドニー	シドニー
abcgo2003-00175	豊臣秀吉の義兄を父に持つ武将で、関ヶ原の戦いでは裏切りによって東軍勝利の立役者となったのは誰でしょう？	小早川秀秋	コバヤカワヒデアキ
abcgo2003-00176	木管楽器のサキソフォンに名を残すアドルフ・サックスはどこの国の人でしょう？	ベルギー	ベルギー
abcgo2003-00177	人気兄弟お笑いコンビ・中川家の、兄の名前は中川剛ですが、弟の名前は何というでしょう？	中川礼二	ナカガワレイジ
abcgo2003-00178	天狗がもっているのは羽うちわ(はうちわ)ですが、貧乏神がもっているのはどんなうちわでしょう？	しぶうちわ	シブウチワ
abcgo2003-00179	テニスで、相手のサービスゲームをとることをブレイクと言いますが、自分のサービスゲームをとることを何というでしょう？	キープ	キープ
abcgo2003-00180	気象用語で、降水量の単位はミリメートルですが、積雪量の単位は何でしょう？	センチメートル	センチメートル
abcgo2003-00181	鎌倉時代の宗教家で、「正法眼蔵(しょうぼうげんぞう)」を著したのは道元ですが、「立正安国論」を著したのは誰でしょう？	日蓮	ニチレン
abcgo2003-00182	明治2年1月1日に点灯が行われた、三浦半島にある日本初の洋式灯台は何でしょう？	観音崎灯台	カンノンザキトウダイ
abcgo2003-00183	山頂などで太陽を背にして立ったとき、前方の雲や霧に自分の影が大きく映る現象を、ドイツの山の名をとって何というでしょう？	ブロッケン現象	ブロッケンゲンショウ
abcgo2003-00184	英語で「手入れをする人」という意味のある、犬や猫などのペットの美容師のことを指す言葉は何でしょう？	トリマー	トリマー
abcgo2003-00185	手形や小切手などを他人に渡すとき、その裏側に署名をすることを特に何というでしょう？	裏書	ウラガキ
abcgo2003-00186	日本で最初の女帝といえば何天皇でしょう？	推古天皇	スイコテンノウ
abcgo2003-00187	日本の中央競馬で、史上初の天皇賞春秋連覇を達成した馬は何でしょう？	タマモクロス	タマモクロス
abcgo2003-00188	「当て布」という意味がある、既に出来上がっているプログラムに修正を加えることを何というでしょう？	パッチ	パッチ
abcgo2003-00189	アメリカの硬貨で、クオーターは25セント硬貨ですが、ダイムは何セント硬貨でしょう？	10セント	１０
abcgo2003-00190	ヒマラヤのダウラギリ、ハワイのマウナケア、そしてヨーロッパのモンブランといえば、すべてそれぞれの国の言葉で何という意味があるでしょう？	白い山	シロイヤマ
abcgo2003-00191	ポロネーズ、マズルカ、メヌエット、ワルツといえば、これらは何分の何拍子の曲でしょう？	4分の3拍子	４ブンノ３ヒョウシ
abcgo2003-00192	火災に見舞われた超高層ビルに挑む消防隊長をスティーブ・マックイーンが演じた、パニックムービーの大傑作といえば何でしょう？	タワーリング・インフェルノ	タワーリングインフェルノ
abcgo2003-00193	飛行機や電車で、窓側の席をウインドウシートといいますが、通路側の席を何というでしょう？	アイルシート	アイルシート
abcgo2003-00194	少年ネロと愛犬パトラッシュの心温まる物語「フランダースの犬」の作者は誰でしょう？	ウィーダ	ウィーダ
abcgo2003-00195	芸能界のキムタクはスマップに所属していますが、プロ野球界のキムタクこと木村拓也選手が所属している球団はどこでしょう？	広島東洋カープ	ヒロシマトウヨウカープ
abcgo2003-00196	通称を吉兵衛、雅号を友竹(ゆうちく)といった江戸時代の浮世絵師で、『見返り美人』で知られるのは誰でしょう？	菱川師宣	ヒシカワモロノブ
abcgo2003-00197	「一つの妖怪がヨーロッパに現れている」という書き出しで始まる、マルクスとエンゲルスの共著といえば何でしょう？	『共産党宣言』	キョウサントウセンゲン
abcgo2003-00198	夏目漱石の「坊っちゃん」から広く知られるようになった愛媛の温泉といえば何でしょう？	道後温泉	ドウゴオンセン
abcgo2003-00199	タヌキはイヌ科の動物ですが、キツネは何科の動物でしょう？	イヌ科	イヌカ
abcgo2003-00200	主婦たちが家事の合間に集まってするおしゃべりを、昔、おしゃべりをしていた場所から何会議というでしょう？	井戸端会議	イドバタカイギ
abcgo2003-00201	流し台や便器の下に必ず付いている、悪臭や水の逆流を防ぐ為に、排水管をS字やU字に曲げられた部分を何というでしょう？	トラップ	トラップ
abcgo2003-00202	中国の革命指導者・孫文が唱えた三民主義とは、民権主義、民族主義と何でしょう？	民生主義	ミンセイシュギ
abcgo2003-00203	ボクシングで、相手を想像して一人で練習する方法を何ボクシングというでしょう？	シャドーボクシング	シャドーボクシング
abcgo2003-00204	薬の種類のひとつで、飲みやすくするために成分を糖分でくるんだ錠剤のことを何錠というでしょう？	糖衣錠	トウイジョウ
